Gene	Treatment B label
FAM114A1	-6.85
FAM114A2	-4.2
FAM115A	-0.27
FAM115C	5.36
FAM117A	8.05
FAM117B	-8.24
FAM118A	2.87
FAM118B	4.42
FAM120A	5.24
FAM120AOS	-1.52
FAM120B	-9.77
FAM120C	0.28
FAM122A	6.63
FAM122B	3.69
FAM122C	-9.12
FAM124A	2.69
FAM124B	4.84
FAM126A	1.78
FAM126B	-0.68
FAM127A	-0.25
FAM127B	-9.2
FAM127C	-8.81
FAM129A	6.17
FAM129B	-6.54
FAM129C	1.58
FAM131A	-5.71
FAM131B	-8.37
FAM131C	-7.04
FAM132A	4.2
FAM133A	-9.7
FAM133B	-0.56
FAM134A	-0.52
FAM134B	-1.2
FAM134C	-8.08
FAM135A	1.77
FAM135B	-9.17
FAM136A	0.16
FAM13A	8.9
FAM13B	4.85
FAM13C	-2.07
FAM149A	-4.71
FAM149B1	4.63
FAM150A	1.42
FAM150B	-6.75
FAM151A	-0.59
FAM151B	6.32
FAM153A	-3.35
FAM153B	3.55
FAM154A	-5.76
FAM154B	-4.8
FAM155A	5.85
FAM155B	9
FAM156A	2.97
FAM156B	-3.93
FAM157A	-3.08
FAM157B	6.93
FAM159A	2.75
FAM159B	-3.42
FAM160A1	-7.62
FAM160A2	8.3
FAM160B1	9.38
FAM160B2	-9.05
FAM161A	-2.88
FAM161B	-8.05
FAM162A	-6.78
FAM162B	-4.91
FAM163A	5.84
FAM163B	-8.72
FAM166A	-3.28
FAM166B	1.26
FAM167A	3.34
FAM167B	1.5
FAM168A	-7.79
FAM168B	0.78
FAM169A	1.23
FAM169B	5.27
FAM170A	2.44
FAM170B	-0.92
FAM171A1	3.45
FAM171A2	-5.77
FAM171B	-4.49
FAM172A	0.59
FAM173A	6.07
FAM173B	1.26
FAM174A	-6.4
FAM174B	6.99
FAM175A	4.65
FAM175B	6.15
FAM177A1	-1.74
FAM177B	6.35
FAM178A	9.7
FAM178B	4.16
FAM179A	-2.58
FAM179B	-6.51
FAM180A	-7.2
FAM180B	-0.58
FAM181A	-6.97
FAM181B	4.27
FAM183A	-1.16
FAM184A	-0.05
FAM184B	7
FAM185A	-1.45
FAM186A	-2.22
FAM186B	8.45
FAM187B	6.17
FAM188A	-4.98
FAM188B	9.6
FAM189A1	-6.21
FAM189A2	-7.82
FAM189B	-3.15
FAM192A	7.13
FAM193A	1.25
FAM193B	-2.42
FAM194A	-2.92
FAM194B	-4.06
FAM195A	0.11
FAM195B	4.59
FAM196A	3.36
FAM196B	-4.52
FAM198A	3.1
FAM198B	-1.67
FAM199X	-8.77
FAM19A1	9.84
FAM19A2	-3.32
FAM19A3	4.71
FAM19A4	-8.8
FAM19A5	3.13
FAM200A	7.7
FAM200B	-3.14
FAM203A	6.37
FAM204A	-4.83
FAM205A	-2.61
FAM206A	9.71
FAM207A	0.07
FAM208A	5.9
FAM208B	3.3
FAM209A	-4.1
FAM209B	5.05
FAM20A	6.3
FAM20B	2.36
FAM20C	-9.29
FAM210A	1.98
FAM210B	2.55
FAM211A	9.58
FAM211B	2.7
FAM212A	1.78
FAM212B	-7.81
FAM213A	0.29
FAM213B	-5.7
FAM214A	-7.99
FAM214B	-3.23
FAM216A	0.71
FAM216B	-9.58
FAM217A	4.06
FAM217B	-8.6
FAM218A	7.05
FAM219A	7.24
FAM219B	-5.29
FAM21A	-1.08
FAM21B	9.45
FAM21C	-4.48
FAM220A	-5.94
FAM221A	-4.86
FAM221B	-5.82
FAM222A	-9.4
FAM222B	-1.99
FAM227A	3.41
FAM227B	8.9
FAM228A	-3.07
FAM228B	3.98
FAM229A	-7.41
FAM229B	-8
FAM231A	5.21
FAM24A	0.22
FAM24B	9.55
FAM25A	3.51
FAM25B	5.64
FAM25C	-6.94
FAM25G	7.55
FAM26D	-1.33
FAM26E	5.58
FAM26F	8.77
FAM32A	6.5
FAM35A	6.21
FAM3A	-8.96
FAM3B	0.48
FAM3C	2.14
FAM3D	9.45
FAM43A	9.85
FAM43B	2.91
FAM45A	-9.25
FAM46A	-1.85
FAM46B	9.16
FAM46C	-1.3
FAM46D	-0.97
FAM47A	-6.97
FAM47B	-5.79
FAM47C	-8.44
FAM47E	6.29
FAM47E-STBD1	-6.11
FAM49A	-8.67
FAM49B	-0.59
FAM50A	1.2
FAM50B	2.95
FAM53A	4.28
FAM53B	-0.57
FAM53C	-7.42
FAM57A	1.48
FAM57B	7.18
FAM58A	7.81
FAM60A	9.66
FAM63A	4.81
FAM63B	7.54
FAM64A	-5.15
FAM65A	-2.05
FAM65B	-6.57
FAM65C	-4.3
FAM69A	9.44
FAM69B	-1.48
FAM69C	-1
FAM71A	6.78
FAM71B	8.98
FAM71C	-1.31
FAM71D	3.03
FAM71E1	1.18
FAM71E2	9.79
FAM71F1	-9.25
FAM71F2	5.1
FAM72A	0.84
FAM72B	-8.15
FAM72C	5.3
FAM72D	-4.62
FAM73A	9.98
FAM73B	-1.16
FAM76A	8.17
FAM76B	-1.2
FAM78A	-5.67
FAM78B	-5.75
FAM81A	3.25
FAM81B	1.22
FAM83A	5.27
FAM83B	-2.84
FAM83C	-2.43
FAM83D	7.8
FAM83E	-1.48
FAM83F	5.66
FAM83G	-6.64
FAM83H	7.47
FAM84A	-5.57
FAM84B	9.47
FAM86A	4.56
FAM86B1	-9.7
FAM86B2	-1.69
FAM86C1	-7.58
FAM89A	2.07
FAM89B	2.42
FAM8A1	1.59
FAM90A1	-4
FAM91A1	4.74
FAM92A1	9.18
FAM92B	-8.56
FAM96A	-7.71
FAM96B	-4.42
FAM98A	-5.35
FAM98B	7.07
FAM98C	-1.11
FAM9A	2.72
FAM9B	-9.04
FAM9C	-8.99
FAN1	-1.67
FANCA	7.71
FANCB	-4.6
FANCC	-8.59
FANCD2	-1.18
FANCD2OS	-3.5
FANCE	2.87
FANCF	-9.92
FANCG	4.23
FANCI	4.05
FANCL	2.14
FANCM	5.54
FANK1	1.13
FAP	-3.48
FAR1	9.93
FAR2	6.2
FARP1	-4.13
FARP2	0.97
FARS2	5.45
FARSA	-3.86
FARSB	6.6
FAS	-0.66
FASLG	-9.78
FASN	-9.18
FASTK	-0.51
FASTKD1	-1.86
FASTKD2	5.08
FASTKD3	9.31
FASTKD5	7.16
FAT1	2.87
FAT2	7.05
FAT3	4.44
FAT4	-5.62
FATE1	-2.73
FAU	-4.37
FAXC	-2.89
FAXDC2	-2.82
FBF1	-4.64
FBL	6.4
FBLIM1	-2.52
FBLN1	-2.89
FBLN2	-0.98
FBLN5	-6.13
FBLN7	5.21
FBN1	3.13
FBN2	3.2
FBN3	3.18
FBP1	0.34
FBP2	8.67
FBRS	-3.39
FBRSL1	-0.25
FBXL12	-8.91
FBXL13	-4.28
FBXL14	-2.71
FBXL15	-9.03
FBXL16	-9.49
FBXL17	0.43
FBXL18	-7.02
FBXL19	-4.48
FBXL2	4.24
FBXL20	-4.48
FBXL21	1.26
FBXL22	-7.16
FBXL3	4.3
FBXL4	-2.33
FBXL5	8.17
FBXL6	-4.99
FBXL7	5.73
FBXL8	-6.03
FBXO10	-1.43
FBXO11	5.64
FBXO15	-8.07
FBXO16	4.88
FBXO17	8.36
FBXO18	2.39
FBXO2	-0.21
FBXO21	-6.87
FBXO22	8.81
FBXO24	-7.19
FBXO25	1.68
FBXO27	-9.83
FBXO28	-8.82
FBXO3	-4.19
FBXO30	4.02
FBXO31	-0.51
FBXO32	6.35
FBXO33	6.19
FBXO34	-6.91
FBXO36	2
FBXO38	-6.08
FBXO39	5.62
FBXO4	-7.08
FBXO40	-8.58
FBXO41	0.02
FBXO42	1.92
FBXO43	1.41
FBXO44	-9.4
FBXO45	4.69
FBXO46	5.49
FBXO47	7.37
FBXO48	-0.16
FBXO5	-5.59
FBXO6	9.11
FBXO7	4.22
FBXO8	8.82
FBXO9	4.26
FBXW10	2.89
FBXW11	-5.42
FBXW12	-9.25
FBXW2	-4.27
FBXW4	4.96
FBXW5	-4.39
FBXW7	-3.15
FBXW8	-3.23
FBXW9	-3.26
FCAMR	-3.44
FCAR	8.07
FCER1A	5.28
FCER1G	7.56
FCER2	-3.14
FCF1	-9.26
FCGBP	2.73
FCGR1A	7.06
FCGR1B	2.85
FCGR2A	5.71
FCGR2B	-8.57
FCGR2C	-2.61
FCGR3A	8.38
FCGR3B	-1.24
FCGRT	2.61
FCHO1	2.33
FCHO2	3.73
FCHSD1	-9.16
FCHSD2	7.67
FCN1	4.74
FCN2	-9.78
FCN3	-7.03
FCRL1	4.3
FCRL2	-1.13
FCRL3	-2.35
FCRL4	-4.18
FCRL5	-4.87
FCRL6	-1.14
FCRLA	-1.62
FCRLB	2.57
FDCSP	9.57
FDFT1	-1.21
FDPS	-8.44
FDX1	1.32
FDX1L	-4.42
FDXACB1	-0.1
FDXR	-6.17
FECH	3.86
FEM1A	-4.05
FEM1B	-7.29
FEM1C	7.09
FEN1	-9.56
FER	9.59
FER1L5	6.57
FER1L6	8.92
FERD3L	0.55
FERMT1	0.71
FERMT2	-4.63
FERMT3	-6.37
FES	9.97
FETUB	6.4
FEV	4.42
FEZ1	-9.31
FEZ2	0.75
FEZF1	3.13
FEZF2	-4.5
FFAR1	7.43
FFAR2	-9.71
FFAR3	0.2
FFAR4	3.05
FGA	-5.19
FGB	-9.47
FGD1	-0.68
FGD2	8.34
FGD3	3.43
FGD4	-0.07
FGD5	6.57
FGD6	-4.56
FGF1	6.22
FGF10	-6.42
FGF11	-7.32
FGF12	-3.85
FGF13	2.64
FGF14	-1.5
FGF16	4.6
FGF17	0.99
FGF18	5.88
FGF19	-9.78
FGF2	8.9
FGF20	0.56
FGF21	-4.84
FGF22	6.88
FGF23	-4.76
FGF3	-8.37
FGF4	-5.73
FGF5	5.73
FGF6	9.53
FGF7	2.9
FGF8	5.07
FGF9	1.37
FGFBP1	-3.13
FGFBP2	3.19
FGFBP3	-5.34
FGFR1	1.56
FGFR1OP	-1.85
FGFR1OP2	-4.38
FGFR2	-8.57
FGFR3	-6.6
FGFR4	2.22
FGFRL1	8.66
FGG	-4.06
FGGY	9.03
FGL1	-4.87
FGL2	0.75
FGR	-4.93
FH	-4.07
FHAD1	-3.52
FHDC1	-7.86
FHIT	-3.27
FHL1	-8.29
FHL2	5.06
FHL3	5.47
FHL5	-3.19
FHOD1	4.41
FHOD3	8.44
FIBCD1	2.19
FIBIN	-4.56
FIBP	4.18
FICD	4.66
FIG4	7.27
FIGF	2.77
FIGLA	9.25
FIGN	-0.73
FIGNL1	7.51
FIGNL2	-0.87
FILIP1	9.09
FILIP1L	-2.39
FIP1L1	4.15
FIS1	6.93
FITM1	-0.15
FITM2	6.95
FIZ1	-4.79
FJX1	4.96
FKBP10	4.83
FKBP11	-7.99
FKBP14	-5.72
FKBP15	-4.1
FKBP1A	3.28
FKBP1B	2.35
FKBP2	-7.69
FKBP3	5.03
FKBP4	8.01
FKBP5	-0.21
FKBP6	9.63
FKBP7	9.73
FKBP8	-9.9
FKBP9	-0.49
FKBPL	-3.7
FKRP	9.79
FKTN	1.43
FLAD1	-2.93
FLCN	2.17
FLG	5.49
FLG2	4.23
FLI1	-3.72
FLII	8.8
FLNA	-7.89
FLNB	6.75
FLNC	4.57
FLOT1	-9.58
FLOT2	-5.77
FLRT1	3.66
FLRT2	-8.7
FLRT3	-9.09
FLT1	9.8
FLT3	5.04
FLT3LG	-9.81
FLT4	-6.44
FLVCR1	-2.62
FLVCR2	-4.47
FLYWCH1	0.98
FLYWCH2	-5.09
FMN1	0.13
FMN2	3.43
FMNL1	-2.25
FMNL2	2.23
FMNL3	0.9
FMO1	-8.81
FMO2	7.11
FMO3	9.6
FMO4	1.35
FMO5	6.97
FMOD	-4.19
FMR1	-8.63
FMR1NB	-7.95
FN1	-3.47
FN3K	-0.46
FN3KRP	-4.93
FNBP1	-0.12
FNBP1L	-3.71
FNBP4	-5.82
FNDC1	-6.47
FNDC3A	4.6
FNDC3B	-7.05
FNDC4	2.07
FNDC5	0.85
FNDC7	3.58
FNDC8	0.92
FNDC9	-9.95
FNIP1	-6.08
FNIP2	7.12
FNTA	-2.16
FNTB	1.9
FOCAD	-2.89
FOLH1	-5.44
FOLH1B	-3.99
FOLR1	3.79
FOLR2	0.32
FOLR3	-1.95
FOLR4	8.87
FOPNL	-3.98
FOS	-8.4
FOSB	-9.32
FOSL1	-4.14
FOSL2	-0.68
FOXA1	-4.56
FOXA2	4.42
FOXA3	-3.41
FOXB1	6.7
FOXB2	-5.48
FOXC1	-7.67
FOXC2	-2.09
FOXD1	-7.8
FOXD2	5.83
FOXD3	7.97
FOXD4	7.22
FOXD4L1	0.95
FOXD4L2	7.73
FOXD4L3	4.91
FOXD4L4	3.95
FOXD4L5	5.58
FOXD4L6	-0.34
FOXE1	-7.53
FOXE3	-5.69
FOXF1	8.94
FOXF2	7.61
FOXG1	3.81
FOXH1	-7.78
FOXI1	-9.39
FOXI2	9.73
FOXI3	4.61
FOXJ1	6.34
FOXJ2	-8.35
FOXJ3	-1.17
FOXK1	8.78
FOXK2	5.57
FOXL1	-4.67
FOXL2	9.1
FOXM1	9.62
FOXN1	3.53
FOXN2	2.68
FOXN3	3.92
FOXN4	-0.54
FOXO1	-1.16
FOXO3	9.44
FOXO4	4.64
FOXP1	9.31
FOXP2	-0.44
FOXP3	-9.58
FOXP4	6.87
FOXQ1	-1.1
FOXR1	-9.3
FOXR2	-2.96
FOXRED1	7.29
FOXRED2	4.68
FOXS1	-7.09
FPGS	1.92
FPGT	-0.6
FPGT-TNNI3K	-3.93
FPR1	7.58
FPR2	6.39
FPR3	7.19
FRA10AC1	8.67
FRAS1	-9.42
FRAT1	2.76
FRAT2	-4.9
FREM1	0.78
FREM2	3.85
FREM3	-2.23
FRG1	-3.26
FRG2	-6.06
FRG2B	-8.57
FRG2C	9.68
FRK	-0.26
FRMD1	7.28
FRMD3	-8.08
FRMD4A	1.8
FRMD4B	6.08
FRMD5	-6.38
FRMD6	-3.53
FRMD7	-0.17
FRMD8	-5
FRMPD1	7.58
FRMPD2	4.58
FRMPD3	-9.6
FRMPD4	8.33
FRRS1	8.71
FRRS1L	-3.84
FRS2	4.62
FRS3	1.01
FRY	9.04
FRYL	-9.19
FRZB	-4.98
FSBP	-1.6
FSCB	8.18
FSCN1	-0.82
FSCN2	-8.95
FSCN3	-5.67
FSD1	-1.28
FSD1L	0.48
FSD2	9.72
FSHB	-2.74
FSHR	-9.44
FSIP1	-1.77
FSIP2	6.09
FST	7.23
FSTL1	-0.08
FSTL3	-1.17
FSTL4	8.69
FSTL5	-3.3
FTCD	-8.76
FTH1	8.66
FTH1P18	-0.98
FTHL17	6.63
FTL	1.66
FTMT	8.66
FTO	-2.55
FTSJ1	-0.78
FTSJ2	4.66
FTSJ3	-3.15
FUBP1	9.4
FUBP3	-0.39
FUCA1	-6.28
FUCA2	5.2
FUK	9.82
FUNDC1	-1.34
FUNDC2	9.45
FUOM	-8.82
FURIN	-0.64
FUS	7.93
FUT1	-7.49
FUT10	7.27
FUT11	1.57
FUT2	6.1
FUT3	3.64
FUT4	8.08
FUT5	-3.48
FUT6	-3.96
FUT7	-1.23
FUT8	1.98
FUT9	-8.48
FUZ	5.13
FXN	-5.46
FXR1	2.57
FXR2	3.26
FXYD1	-0.08
FXYD2	2.65
FXYD3	-5.81
FXYD4	1.75
FXYD5	-9.55
FXYD6	-5.21
FXYD6-FXYD2	5.93
FXYD7	-5.12
FYB	3.07
FYCO1	-6.15
FYN	8.94
FYTTD1	-9.29
FZD1	-0.76
FZD10	8.5
FZD2	2.47
FZD3	-6.02
FZD4	3.86
FZD5	0.64
FZD6	-1.79
FZD7	1.55
FZD8	5.07
FZD9	9.45
FZR1	1.69
G0S2	-0.79
G2E3	-5.08
G3BP1	-4.8
G3BP2	7.7
G6PC	-9.73
G6PC2	-5.06
G6PC3	-3.5
G6PD	4.11
GAA	9.12
GAB1	-0.05
GAB2	-0.12
GAB3	-0.76
GAB4	9.32
GABARAP	-3.59
GABARAPL1	6.4
GABARAPL2	-5.01
GABBR1	1.68
GABBR2	-7.56
GABPA	-6.72
GABPB1	6.72
GABPB2	8.88
GABRA1	-6.37
GABRA2	-6.05
GABRA3	9.43
GABRA4	-2.22
GABRA5	-8.19
GABRA6	-6.2
GABRB1	-4.64
GABRB2	-9.96
GABRB3	-0.59
GABRD	8.69
GABRE	3.57
GABRG1	8.03
GABRG2	2.24
GABRG3	-4.77
GABRP	-2.8
GABRQ	-9.79
GABRR1	-8.24
GABRR2	8.64
GABRR3	5.48
GAD1	2.9
GAD2	-7.66
GADD45A	3.52
GADD45B	6.44
GADD45G	1.61
GADD45GIP1	3.72
GADL1	9.87
GAGE10	4.33
GAGE12H	6.42
GAGE12J	-8.11
GAGE2A	-3.48
GAGE8	4.45
GAK	1.22
GAL	-9.77
GAL3ST1	5.41
GAL3ST2	-6.02
GAL3ST3	-8.77
GAL3ST4	-0.89
GALC	3.55
GALE	7.02
GALK1	9.72
GALK2	6.29
GALM	-7.35
GALNS	2.5
GALNT1	-0.18
GALNT10	3.42
GALNT11	1.01
GALNT12	-7.49
GALNT13	-8.11
GALNT14	-1.33
GALNT15	1.95
GALNT16	-0.01
GALNT18	-9.32
GALNT2	-0.96
GALNT3	9.51
GALNT4	4.59
GALNT5	1.3
GALNT6	6.62
GALNT7	7.73
GALNT8	-8.98
GALNT9	5.13
GALNTL5	-2.12
GALNTL6	1.57
GALP	6.05
GALR1	-1.19
GALR2	-8.64
GALR3	8.26
GALT	8.47
GAMT	-8.17
GAN	5.02
GANAB	-9.59
GANC	-0.67
GAP43	8.44
GAPDH	-0.38
GAPDHS	8.63
GAPT	-0.68
GAPVD1	-7.09
GAR1	8.82
GAREM	5.56
GAREML	6.76
GARNL3	8.52
GARS	2.85
GART	-1.14
GAS1	4.17
GAS2	2.4
GAS2L1	6.41
GAS2L2	-7.86
GAS2L3	6.25
GAS6	1.08
GAS7	1.45
GAS8	8.37
GAST	-1.39
GATA1	-7.75
GATA2	4.48
GATA3	6.45
GATA4	-2.29
GATA5	-5.48
GATA6	-4.22
GATAD1	1.46
GATAD2A	-9.88
GATAD2B	-9.76
GATC	9.56
GATM	9.65
GATS	-1.22
GATSL1	6.81
GATSL2	8.9
GATSL3	-7.24
GBA	1.98
GBA2	-7.72
GBA3	3.13
GBAS	2.18
GBE1	0.46
GBF1	-8.1
GBGT1	-1.4
GBP1	-6.81
GBP2	6.05
GBP3	6.91
GBP4	7.22
GBP5	-6.22
GBP6	5.24
GBP7	-3.14
GBX1	-5.36
GBX2	-6.27
GC	9.85
GCA	8.34
GCAT	2.76
GCC1	-1.85
GCC2	2.13
GCDH	9.98
GCFC2	-2.93
GCG	-2.86
GCGR	-4.66
GCH1	0.45
GCHFR	6.68
GCK	9.78
GCKR	8.54
GCLC	8.22
GCLM	8.73
GCM1	5.46
GCM2	-5.76
GCN1L1	8.01
GCNT1	-0.93
GCNT2	5.9
GCNT3	3.71
GCNT4	-9.54
GCNT7	-5.1
GCOM1	-2.66
GCSAM	7.9
GCSAML	-3.14
GCSH	6.72
GDA	-3.31
GDAP1	-0.4
GDAP1L1	3.34
GDAP2	-2.32
GDE1	2.28
GDF1	-4.57
GDF10	-4.82
GDF11	1.04
GDF15	-4.72
GDF2	-1.65
GDF3	5.3
GDF5	-4.38
GDF6	-6.12
GDF7	8.27
GDF9	3.57
GDI1	-3.14
GDI2	6.14
GDNF	1.41
GDPD1	-0.68
GDPD2	2.22
GDPD3	-4.3
GDPD4	9.57
GDPD5	-1.42
GDPGP1	-0.06
GEM	-9.11
GEMIN2	-1.17
GEMIN4	7.21
GEMIN5	3.5
GEMIN6	1.13
GEMIN7	-4.45
GEMIN8	-9.65
GEN1	-1.14
GET4	9.46
GFAP	9.2
GFER	7.01
GFI1	0.95
GFI1B	9.66
GFM1	7.94
GFM2	4.17
GFOD1	8.71
GFOD2	-7.48
GFPT1	-4
GFPT2	6.08
GFRA1	6.82
GFRA2	4.69
GFRA3	6.26
GFRA4	3.78
GFRAL	-0.58
GGA1	8.39
GGA2	0.6
GGA3	-4.52
GGACT	-2.25
GGCT	-1.03
GGCX	7.85
GGH	-3.34
GGN	-8.24
GGNBP2	-5.36
GGPS1	0.56
GGT1	3.67
GGT5	-5.36
GGT6	7.12
GGT7	5.67
GGTLC1	-3.17
GGTLC2	2.46
GH1	3.01
GH2	-4.5
GHDC	6.24
GHITM	8.59
GHR	-2.57
GHRH	-1.89
GHRHR	-2.47
GHRL	1.1
GHSR	-7.81
GID4	-6.72
GID8	-8.27
GIF	-6.74
GIGYF1	2.13
GIGYF2	8.27
GIMAP1	-8.33
GIMAP2	7.48
GIMAP4	9
GIMAP5	-5.59
GIMAP6	-0.32
GIMAP7	-8.42
GIMAP8	4.39
GIMD1	9.61
GIN1	0.22
GINM1	-3.87
GINS1	0.72
GINS2	3.9
GINS3	6.74
GINS4	5.72
GIP	6.35
GIPC1	-3.51
GIPC2	1.7
GIPC3	5.4
GIPR	-5.64
GIT1	-8.75
GIT2	4.08
GJA1	-6.87
GJA10	-8.95
GJA3	7.15
GJA4	5.39
GJA5	-5.04
GJA8	1.31
GJA9	4.33
GJB1	2.9
GJB2	9.69
GJB3	-5.98
GJB4	3.3
GJB5	-7.93
GJB6	0.93
GJB7	-8.39
GJC1	-5.09
GJC2	0.21
GJC3	-5.15
GJD2	-5.24
GJD3	-7.94
GJD4	-7.07
GK	-4.06
GK2	-5.51
GK5	-8.18
GKAP1	5.43
GKN1	-0.35
GKN2	-6.02
GLA	1.65
GLB1	9.37
GLB1L	-8.32
GLB1L2	-8.15
GLB1L3	-8.51
GLCCI1	7.46
GLCE	-8.42
GLDC	1.98
GLDN	-9.19
GLE1	4.02
GLG1	5.15
GLI1	8.57
GLI2	4.81
GLI3	-3.65
GLI4	-5.79
GLIPR1	4.89
GLIPR1L1	-3.36
GLIPR1L2	-7.24
GLIPR2	-9.29
GLIS1	2.37
GLIS2	5.44
GLIS3	8.75
GLMN	4.61
GLO1	-3.36
GLOD4	5.19
GLOD5	-0.4
GLP1R	2.41
GLP2R	-1.58
GLRA1	-7.03
GLRA2	-5.26
GLRA3	7.7
GLRA4	7.26
GLRB	7.85
GLRX	1.13
GLRX2	1.35
GLRX3	-9.27
GLRX5	-5.56
GLS	-3.88
GLS2	-6.4
GLT1D1	7.18
GLT6D1	-5.1
GLT8D1	-5.47
GLT8D2	9.31
GLTP	9.66
GLTPD1	0.84
GLTPD2	4.89
GLTSCR1	-8.9
GLTSCR1L	-0.8
GLTSCR2	-1.47
GLUD1	5.99
GLUD2	2.72
GLUL	-8.63
GLYAT	3.12
GLYATL1	2.61
GLYATL2	2.7
GLYATL3	-7.74
GLYCTK	7.42
GLYR1	-8.43
GM2A	6.72
GMCL1	6.91
GMDS	0.19
GMEB1	-6.2
GMEB2	2.46
GMFB	-9.11
GMFG	4.77
GMIP	-0.43
GML	9.13
GMNC	4.7
GMNN	-9.54
GMPPA	4.74
GMPPB	7.85
GMPR	2.48
GMPR2	-0.33
GMPS	4.17
GNA11	3.97
GNA12	6.43
GNA13	-4.39
GNA14	-2.57
GNA15	-0.59
GNAI1	-7.37
GNAI2	-2.57
GNAI3	-6.72
GNAL	-8.57
GNAO1	-7.07
GNAQ	-1.14
GNAS	7.65
GNAT1	4.35
GNAT2	2.6
GNAT3	-8.72
GNAZ	-9
GNB1	-9.75
GNB1L	9.59
GNB2	-2.59
GNB2L1	9.33
GNB3	0.6
GNB4	2.74
GNB5	-4.62
GNE	9.92
GNG10	-4.19
GNG11	3
GNG12	3.41
GNG13	7.63
GNG2	5.34
GNG3	7.88
GNG4	-6.99
GNG5	-1.78
GNG7	1.08
GNG8	-0.88
GNGT1	-2.52
GNGT2	-1.23
GNL1	-0.71
GNL2	-8.58
GNL3	1.29
GNL3L	4.95
GNLY	1.4
GNMT	4.11
GNPAT	5.22
GNPDA1	6.76
GNPDA2	-5.31
GNPNAT1	-2.24
GNPTAB	0.53
GNPTG	0.56
GNRH1	-8.72
GNRH2	-1.81
GNRHR	-1.96
GNS	8.56
GOLGA1	0.83
GOLGA2	-5.28
GOLGA3	9.06
GOLGA4	8.81
GOLGA5	-7.67
GOLGA6A	-3.02
GOLGA6B	-1.75
GOLGA6C	-1.7
GOLGA6D	-6.43
GOLGA6L1	3.01
GOLGA6L10	2.23
GOLGA6L20	-0.54
GOLGA6L4	8.04
GOLGA6L6	-0.16
GOLGA6L9	4.49
GOLGA7	-9.98
GOLGA7B	0.1
GOLGA8A	4.73
GOLGA8B	9.15
GOLGA8H	-8.44
GOLGA8J	3.29
GOLGA8K	8.89
GOLGA8M	2.73
GOLGA8N	6.92
GOLGA8O	0.83
GOLGA8R	4.73
GOLGB1	-1.07
GOLIM4	-4.2
GOLM1	6.65
GOLPH3	-4.94
GOLPH3L	2.82
GOLT1A	9.26
GOLT1B	0.53
GON4L	6.9
GOPC	-1.18
GORAB	-2.25
GORASP1	0.56
GORASP2	2.75
GOSR1	5.48
GOSR2	-0.17
GOT1	-8.57
GOT1L1	9.43
GOT2	2.32
GP1BA	7.26
GP1BB	-9.99
GP2	-6.09
GP5	-0.25
GP6	-5.81
GP9	0.85
GPA33	1.57
GPAA1	-0.43
GPALPP1	-0.51
GPAM	-2.36
GPANK1	-4.98
GPAT2	4.09
GPATCH1	-4.16
GPATCH11	4.63
GPATCH2	-4.25
GPATCH2L	1.36
GPATCH3	-9.98
GPATCH4	-7.19
GPATCH8	-0.64
GPBAR1	3.11
GPBP1	8.95
GPBP1L1	-4.1
GPC1	-8.19
GPC2	6.66
GPC3	-2.26
GPC4	-9.94
GPC5	-7.81
GPC6	8.36
GPCPD1	-5.21
GPD1	3.76
GPD1L	8.66
GPD2	0.32
GPER1	0.11
GPHA2	-4.5
GPHB5	-3.16
GPHN	-0.69
GPI	0.76
GPIHBP1	7.51
GPKOW	-7.45
GPLD1	1.91
GPM6A	6.53
GPM6B	-0.11
GPN1	5.01
GPN2	6.69
GPN3	-5.62
GPNMB	7.85
GPR1	0.61
GPR101	-8.06
GPR107	6.51
GPR108	4.3
GPR110	-2.73
GPR111	-1.68
GPR112	-5.01
GPR113	9.89
GPR114	9.57
GPR115	-6.41
GPR116	5.38
GPR119	-4.75
GPR12	6.15
GPR123	-1.26
GPR124	-8.37
GPR125	-1.48
GPR126	8.8
GPR128	-0.61
GPR132	3.97
GPR133	3.05
GPR135	-5.39
GPR137	-3.47
GPR137B	-8.72
GPR137C	1.72
GPR139	9.79
GPR141	-1.06
GPR142	1.16
GPR143	-8.1
GPR146	-8.14
GPR148	-8.67
GPR149	-2.63
GPR15	7.87
GPR150	9.19
GPR151	3.35
GPR152	-5.65
GPR153	-9.12
GPR155	3.7
GPR156	8.17
GPR157	8.26
GPR158	5.15
GPR160	-9.55
GPR161	7.76
GPR162	3.9
GPR17	-2.03
GPR171	-0.84
GPR173	-0.71
GPR174	-5.81
GPR176	7.89
GPR179	-0.79
GPR18	-7.1
GPR180	4.45
GPR182	6.01
GPR183	0.54
GPR19	4.04
GPR20	6.93
GPR21	-0.5
GPR22	1.71
GPR25	-5.5
GPR26	1.07
GPR27	5.64
GPR3	-3.1
GPR31	-2.67
GPR32	7.68
GPR33	1.61
GPR34	1.41
GPR35	-1.21
GPR37	9.23
GPR37L1	6.13
GPR39	-9.61
GPR4	5.6
GPR45	-5.63
GPR50	1.85
GPR52	7.68
GPR55	3.76
GPR56	-9.69
GPR6	5.84
GPR61	4.17
GPR62	3.84
GPR63	-7.5
GPR64	2.65
GPR65	6.86
GPR68	-0.22
GPR75	-5.43
GPR75-ASB3	-8.26
GPR78	9.19
GPR82	-9.97
GPR83	2.54
GPR84	-6.03
GPR85	3.31
GPR87	7.95
GPR88	-2.98
GPR89A	1.23
GPR89B	4.44
GPR89C	-2.17
