Gene	Treatment A label (can include Latex, e.g. (humble $\pi)^{\tau\rho y}$)
FCAR	7.9
FCER1A	4.38
FCER1G	-10
FCER2	-6.45
FCF1	1.4
FCGBP	-1.77
FCGR1A	3.91
FCGR1B	8.95
FCGR2A	-7.25
FCGR2B	-6.14
FCGR2C	-1.9
FCGR3A	6.52
FCGR3B	8.63
FCGRT	7.73
FCHO1	5.81
FCHO2	3.21
FCHSD1	3.6
FCHSD2	1.82
FCN1	-8.08
FCN2	2.37
FCN3	-6.77
FCRL1	8.43
FCRL2	7.91
FCRL3	-0.16
FCRL4	8.04
FCRL5	2.73
FCRL6	8.49
FCRLA	5.27
FCRLB	8.75
FDCSP	0.35
FDFT1	7.28
FDPS	-2.03
FDX1	-4.21
FDX1L	8.96
FDXACB1	9.14
FDXR	6
FECH	0.39
FEM1A	-9.39
FEM1B	-8.5
FEM1C	5.37
FEN1	7.14
FER	2.88
FER1L5	-1.49
FER1L6	5.66
FERD3L	-8.84
FERMT1	5.04
FERMT2	3.39
FERMT3	-7
FES	7.58
FETUB	1.75
FEV	2.15
FEZ1	-9.91
FEZ2	4.18
FEZF1	8.48
FEZF2	7.24
FFAR1	-8.9
FFAR2	-5.19
FFAR3	8.19
FFAR4	4
FGA	7.71
FGB	7.53
FGD1	1.38
FGD2	-6.62
FGD3	-9.88
FGD4	-7.7
FGD5	-2.99
FGD6	-8.87
FGF1	4.47
FGF10	-5.3
FGF11	-4.54
FGF12	1.12
FGF13	2.6
FGF14	8.42
FGF16	-1.96
FGF17	-3.72
FGF18	8.01
FGF19	-5.34
FGF2	-1.89
FGF20	9.56
FGF21	5.27
FGF22	-1.61
FGF23	7.3
FGF3	-0.25
FGF4	6.95
FGF5	6.73
FGF6	-1.06
FGF7	-4.24
FGF8	-4.72
FGF9	1.81
FGFBP1	-0.45
FGFBP2	-3.72
FGFBP3	4.02
FGFR1	5.32
FGFR1OP	-4.55
FGFR1OP2	-4.39
FGFR2	-1.71
FGFR3	1.9
FGFR4	-6.69
FGFRL1	-6.91
FGG	5.22
FGGY	1.63
FGL1	-9.29
FGL2	1.84
FGR	7.16
FH	1.45
FHAD1	1.98
FHDC1	-7.67
FHIT	2.44
FHL1	-1.66
FHL2	-6.53
FHL3	-2.46
FHL5	5.62
FHOD1	5.99
FHOD3	6.61
FIBCD1	-9.42
FIBIN	7.91
FIBP	8.85
FICD	5.04
FIG4	2.89
FIGF	-0.57
FIGLA	-2.87
FIGN	5.11
FIGNL1	-2.58
FIGNL2	-9.86
FILIP1	-8.38
FILIP1L	-3.48
FIP1L1	2.49
FIS1	-3.93
FITM1	3.38
FITM2	9.46
FIZ1	5.3
FJX1	3.72
FKBP10	6.92
FKBP11	-4.75
FKBP14	-1.09
FKBP15	5.74
FKBP1A	-8.39
FKBP1B	-4.16
FKBP2	4.16
FKBP3	0.94
FKBP4	-4.66
FKBP5	3.85
FKBP6	-7.79
FKBP7	1.44
FKBP8	-8.47
FKBP9	-6.43
FKBPL	-3.66
FKRP	-7.39
FKTN	4.05
FLAD1	8.64
FLCN	4.3
FLG	0.19
FLG2	4.74
FLI1	7.17
FLII	-1.49
FLNA	5.28
FLNB	8.2
FLNC	-3.16
FLOT1	4.57
FLOT2	8.47
FLRT1	-9.58
FLRT2	-5.08
FLRT3	7.33
FLT1	-5.37
FLT3	7.77
FLT3LG	-8.35
FLT4	-4.09
FLVCR1	-9.27
FLVCR2	5.69
FLYWCH1	1.12
FLYWCH2	-3.04
FMN1	7.98
FMN2	4.04
FMNL1	-2.51
FMNL2	-2
FMNL3	4.5
FMO1	-9.57
FMO2	-7.05
FMO3	-9.07
FMO4	-5.25
FMO5	-5.27
FMOD	-9.33
FMR1	-6.23
FMR1NB	-0.38
FN1	1.44
FN3K	1.86
FN3KRP	5.56
FNBP1	-0.36
FNBP1L	-1.6
FNBP4	8.86
FNDC1	-1.88
FNDC3A	5.36
FNDC3B	4.04
FNDC4	-3.97
FNDC5	-3
FNDC7	-7.44
FNDC8	-0.05
FNDC9	-3.58
FNIP1	4.24
FNIP2	-6.87
FNTA	9.2
FNTB	9.39
FOCAD	-1.13
FOLH1	-6.89
FOLH1B	3.64
FOLR1	4.34
FOLR2	1.42
FOLR3	4.76
FOLR4	-7.75
FOPNL	0.45
FOS	-2.7
FOSB	3.65
FOSL1	6.39
FOSL2	-3.78
FOXA1	-6.02
FOXA2	9.23
FOXA3	7.93
FOXB1	-0.77
FOXB2	-3.27
FOXC1	-5.61
FOXC2	-9.71
FOXD1	7.52
FOXD2	-8.34
FOXD3	9.36
FOXD4	2.42
FOXD4L1	2.96
FOXD4L2	-7.11
FOXD4L3	8.54
FOXD4L4	-9.33
FOXD4L5	-6.59
FOXD4L6	7.81
FOXE1	0.99
FOXE3	9.77
FOXF1	-0.14
FOXF2	1.49
FOXG1	2.89
FOXH1	-9.97
FOXI1	-8.25
FOXI2	-8.77
FOXI3	-6.75
FOXJ1	-4.91
FOXJ2	1.76
FOXJ3	0.4
FOXK1	-3.26
FOXK2	2.1
FOXL1	3.97
FOXL2	-9.39
FOXM1	0.65
FOXN1	3.92
FOXN2	8.72
FOXN3	9.82
FOXN4	8.73
FOXO1	8.71
FOXO3	1.06
FOXO4	-8.86
FOXP1	0.78
FOXP2	5.38
FOXP3	-0.71
FOXP4	7.13
FOXQ1	1.63
FOXR1	-6.26
FOXR2	-2.43
FOXRED1	0.33
FOXRED2	0.93
FOXS1	3.65
FPGS	-1.28
FPGT	-4.09
FPGT-TNNI3K	9.83
FPR1	2.89
FPR2	5.2
FPR3	9.1
FRA10AC1	-3.48
FRAS1	-4.11
FRAT1	-6.08
FRAT2	-4.63
FREM1	-4.62
FREM2	-0.23
FREM3	9.05
FRG1	-9.38
FRG2	9.75
FRG2B	-0.37
FRG2C	0.11
FRK	1.68
FRMD1	-7.71
FRMD3	-6.71
FRMD4A	-4.55
FRMD4B	-8.2
FRMD5	6.15
FRMD6	-7.19
FRMD7	5.65
FRMD8	7.85
FRMPD1	2.94
FRMPD2	4.88
FRMPD3	7.62
FRMPD4	4.4
FRRS1	-6.49
FRRS1L	-3.79
FRS2	1.41
FRS3	8.01
FRY	-9.1
FRYL	6.67
FRZB	8.64
FSBP	0.03
FSCB	-7.71
FSCN1	3.35
FSCN2	-6.39
FSCN3	-7.84
FSD1	-6.07
FSD1L	-1.58
FSD2	7.56
FSHB	-0.01
FSHR	0.83
FSIP1	-5.19
FSIP2	6.03
FST	9.87
FSTL1	6.85
FSTL3	-9.04
FSTL4	8.87
FSTL5	2.52
FTCD	-8.15
FTH1	-2.81
FTH1P18	1.08
FTHL17	-2.13
FTL	-3.61
FTMT	-8.42
FTO	2.27
FTSJ1	-6.16
FTSJ2	-5.19
FTSJ3	0.89
FUBP1	5.3
FUBP3	-5.25
FUCA1	-7.96
FUCA2	-9.07
FUK	-0.52
FUNDC1	-2.99
FUNDC2	-2.82
FUOM	-8.93
FURIN	-5.51
FUS	0.81
FUT1	9
FUT10	7.17
FUT11	2.29
FUT2	5.63
FUT3	-2.2
FUT4	9.08
FUT5	2.44
FUT6	2.8
FUT7	-6.79
FUT8	-3.99
FUT9	8.35
FUZ	1.03
FXN	-0.35
FXR1	-8.01
FXR2	5.24
FXYD1	9.99
FXYD2	7.31
FXYD3	-9.44
FXYD4	1.67
FXYD5	4.62
FXYD6	-9.94
FXYD6-FXYD2	5.43
FXYD7	0.38
FYB	8.11
FYCO1	4.24
FYN	-1.75
FYTTD1	-4.19
FZD1	7.07
FZD10	-8.8
FZD2	0.34
FZD3	-2.08
FZD4	8.47
FZD5	-7.08
FZD6	6.44
FZD7	-9.1
FZD8	-1.34
FZD9	6.25
FZR1	-7.51
G0S2	-7.19
G2E3	1.26
G3BP1	-6.91
G3BP2	-4.79
G6PC	-5.96
G6PC2	-3.3
G6PC3	0
G6PD	3.25
GAA	-9.91
GAB1	0.33
GAB2	0.73
GAB3	8.54
GAB4	-4.02
GABARAP	-0.19
GABARAPL1	-6.21
GABARAPL2	5.47
GABBR1	3.26
GABBR2	-7.08
GABPA	1.78
GABPB1	-5.38
GABPB2	-0.09
GABRA1	-2.17
GABRA2	3.23
GABRA3	-0.1
GABRA4	7.36
GABRA5	7.09
GABRA6	-0.42
GABRB1	6.86
GABRB2	-4.79
GABRB3	-7.16
GABRD	-7.68
GABRE	-5.15
GABRG1	-6.64
GABRG2	-5.29
GABRG3	-3.45
GABRP	4.92
GABRQ	-7.25
GABRR1	-3.02
GABRR2	-8.77
GABRR3	0.89
GAD1	-2.1
GAD2	5.01
GADD45A	1.73
GADD45B	2.2
GADD45G	-9.66
GADD45GIP1	-7.63
GADL1	4.95
GAGE10	-8.87
GAGE12H	-6.19
GAGE12J	-6.85
GAGE2A	2.72
GAGE8	-2.78
GAK	-9.24
GAL	0.7
GAL3ST1	-6.63
GAL3ST2	7.79
GAL3ST3	1.45
GAL3ST4	-2.91
GALC	8.95
GALE	-8.54
GALK1	-2.9
GALK2	4.53
GALM	-7.71
GALNS	7.35
GALNT1	3.91
GALNT10	5.5
GALNT11	7.11
GALNT12	6.89
GALNT13	-6.41
GALNT14	-0.91
GALNT15	5.36
GALNT16	-8.89
GALNT18	-6.84
GALNT2	4.34
GALNT3	-3.21
GALNT4	-7.42
GALNT5	7.78
GALNT6	6.31
GALNT7	0.33
GALNT8	6.92
GALNT9	2.08
GALNTL5	8.7
GALNTL6	5.32
GALP	-1.66
GALR1	-6.7
GALR2	3.6
GALR3	6.83
GALT	-1.95
GAMT	-4.18
GAN	-1.17
GANAB	6.98
GANC	7.86
GAP43	-2.83
GAPDH	-1.27
GAPDHS	-5.18
GAPT	3.35
GAPVD1	-4.51
GAR1	1.39
GAREM	-6.75
GAREML	4.12
GARNL3	5.68
GARS	9.88
GART	-6.59
GAS1	3.74
GAS2	-9.61
GAS2L1	2.23
GAS2L2	8.58
GAS2L3	-0.37
GAS6	-4.59
GAS7	9.59
GAS8	-4.33
GAST	3.81
GATA1	5.08
GATA2	4.04
GATA3	-1.23
GATA4	1.41
GATA5	5.42
GATA6	-8.56
GATAD1	-9.27
GATAD2A	2.25
GATAD2B	-0.14
GATC	-8.16
GATM	-4.48
GATS	2.76
GATSL1	0.49
GATSL2	6.23
GATSL3	-8.65
GBA	-4.09
GBA2	-0.09
GBA3	4.74
GBAS	8.41
GBE1	-9.27
GBF1	5.08
GBGT1	-5.32
GBP1	-4.72
GBP2	-9.85
GBP3	-5.67
GBP4	8.6
GBP5	-7.66
GBP6	-1.19
GBP7	6.62
GBX1	6.19
GBX2	-7.38
GC	9.48
GCA	8.21
GCAT	9.52
GCC1	5.06
GCC2	-1.69
GCDH	7.02
GCFC2	3.62
GCG	0.71
GCGR	9.89
GCH1	4.85
GCHFR	0.79
GCK	2.49
GCKR	4.68
GCLC	7.72
GCLM	-3.68
GCM1	-6.03
GCM2	6.75
GCN1L1	3.01
GCNT1	9.96
GCNT2	-3.21
GCNT3	-9.75
GCNT4	2.37
GCNT7	3.31
GCOM1	-8.47
GCSAM	-6.74
GCSAML	-8.82
GCSH	5.76
GDA	7.77
GDAP1	3.53
GDAP1L1	5.9
GDAP2	7.04
GDE1	-9.39
GDF1	-7.76
GDF10	1.44
GDF11	-0.56
GDF15	3.52
GDF2	2.16
GDF3	8.19
GDF5	-5.19
GDF6	4.22
GDF7	-8.29
GDF9	-1.94
GDI1	3.12
GDI2	2.86
GDNF	0.83
GDPD1	-3.14
GDPD2	4.58
GDPD3	7.59
GDPD4	7.02
GDPD5	-6.17
GDPGP1	-9.46
GEM	-0.44
GEMIN2	1.46
GEMIN4	-8.32
GEMIN5	-7.73
GEMIN6	7.29
GEMIN7	2.08
GEMIN8	-7.44
GEN1	-2.55
GET4	5.44
GFAP	-8.51
GFER	-0.12
GFI1	4.96
GFI1B	7.89
GFM1	2.71
GFM2	0.19
GFOD1	-0.03
GFOD2	5.91
GFPT1	-1.26
GFPT2	2.35
GFRA1	-1.32
GFRA2	-8.68
GFRA3	-3.02
GFRA4	0.45
GFRAL	-7.06
GGA1	-2.44
GGA2	0.4
GGA3	-0.53
GGACT	-7.15
GGCT	2.1
GGCX	9.95
GGH	8.95
GGN	-2.12
GGNBP2	4.13
GGPS1	-6.72
GGT1	6.48
GGT5	0.31
GGT6	-8.38
GGT7	-9.64
GGTLC1	-2.73
GGTLC2	8.39
GH1	-5.8
GH2	2.4
GHDC	-1.9
GHITM	-7.88
GHR	-7.67
GHRH	-8.17
GHRHR	-6.91
GHRL	-7.23
GHSR	9.92
GID4	-7.47
GID8	1.81
GIF	-6.32
GIGYF1	7.02
GIGYF2	7.11
GIMAP1	2.78
GIMAP2	0.81
GIMAP4	-2.67
GIMAP5	-5.53
GIMAP6	4.75
GIMAP7	-6.71
GIMAP8	7.11
GIMD1	-7.48
GIN1	6.69
GINM1	-1.93
GINS1	1.82
GINS2	-3.42
GINS3	-7.3
GINS4	2.16
GIP	0.54
GIPC1	-2.08
GIPC2	-3.02
GIPC3	2.68
GIPR	-4.37
GIT1	-3.25
GIT2	2.46
GJA1	-8.59
GJA10	-6.84
GJA3	-2
GJA4	5.16
GJA5	-4.99
GJA8	1
GJA9	2.05
GJB1	1
GJB2	3.21
GJB3	-9.7
GJB4	-7.46
GJB5	1.84
GJB6	-0.43
GJB7	-5.27
GJC1	-5.72
GJC2	6.57
GJC3	-3.01
GJD2	8.4
GJD3	-7.78
GJD4	-1.69
GK	-9.43
GK2	-6.49
GK5	6.46
GKAP1	-7.15
GKN1	-4.67
GKN2	-9.19
GLA	-5.17
GLB1	-2.78
GLB1L	-4.61
GLB1L2	7.73
GLB1L3	-6.33
GLCCI1	4.4
GLCE	-2.79
GLDC	-8.86
GLDN	6.31
GLE1	6.99
GLG1	4.49
GLI1	-6.92
GLI2	-0.99
GLI3	-7.3
GLI4	-1.62
GLIPR1	2.66
GLIPR1L1	7.05
GLIPR1L2	1.88
GLIPR2	9.1
GLIS1	-7.88
GLIS2	-2.64
GLIS3	-6.19
GLMN	6.52
GLO1	-4.66
GLOD4	3.35
GLOD5	-3.84
GLP1R	3.19
GLP2R	5.1
GLRA1	-2.56
GLRA2	7.76
GLRA3	5.94
GLRA4	-8.96
GLRB	3.57
GLRX	-2
GLRX2	-0.7
GLRX3	3.85
GLRX5	-8.82
GLS	5.09
GLS2	8.58
GLT1D1	9.3
GLT6D1	-7.42
GLT8D1	0.62
GLT8D2	5.25
GLTP	2.98
GLTPD1	5.85
GLTPD2	6.69
GLTSCR1	0.25
GLTSCR1L	0.63
GLTSCR2	-7.24
GLUD1	8.61
GLUD2	2.24
GLUL	-9.43
GLYAT	-4.89
GLYATL1	-7.17
GLYATL2	-0.83
GLYATL3	-7.51
GLYCTK	7.37
GLYR1	5.39
GM2A	1.44
GMCL1	8.25
GMDS	3.89
GMEB1	-2.55
GMEB2	0.45
GMFB	9.02
GMFG	-1.92
GMIP	-0.73
GML	3.97
GMNC	8.28
GMNN	2.35
GMPPA	6.36
GMPPB	-7.32
GMPR	8.77
GMPR2	-4.36
GMPS	-8.99
GNA11	-1.46
GNA12	-0.15
GNA13	3.79
GNA14	-3.36
GNA15	0.68
GNAI1	5.9
GNAI2	-4.51
GNAI3	-7.26
GNAL	-5.97
GNAO1	8.34
GNAQ	-0.65
GNAS	3.37
GNAT1	-3.12
GNAT2	-3.62
GNAT3	6.65
GNAZ	4.32
GNB1	2.89
GNB1L	-7.76
GNB2	-8.85
GNB2L1	-9.41
GNB3	6.33
GNB4	-7.6
GNB5	4.77
GNE	2.34
GNG10	-6.63
GNG11	0.73
GNG12	9.55
GNG13	1.69
GNG2	-0.91
GNG3	-7.03
GNG4	0.72
GNG5	7.49
GNG7	-2.15
GNG8	6.06
GNGT1	3.15
GNGT2	8.83
GNL1	-3.88
GNL2	-1.37
GNL3	-1.77
GNL3L	9.41
GNLY	-7.49
GNMT	-2.46
GNPAT	1.11
GNPDA1	7.08
GNPDA2	5.11
GNPNAT1	-8.55
GNPTAB	-7.32
GNPTG	3.67
GNRH1	-0.92
GNRH2	-5.14
GNRHR	-2.83
GNS	-8.69
GOLGA1	4.11
GOLGA2	-4.99
GOLGA3	0.73
GOLGA4	0.91
GOLGA5	1.71
GOLGA6A	-0.77
GOLGA6B	-6.53
GOLGA6C	6.61
GOLGA6D	-0.01
GOLGA6L1	3.56
GOLGA6L10	8.06
GOLGA6L20	3.59
GOLGA6L4	8.35
GOLGA6L6	-0.84
GOLGA6L9	9.02
GOLGA7	-4.91
GOLGA7B	-1.92
GOLGA8A	-9.43
GOLGA8B	-2.28
GOLGA8H	7.47
GOLGA8J	-7.72
GOLGA8K	-2.15
GOLGA8M	-4.91
GOLGA8N	-6.68
GOLGA8O	-2.01
GOLGA8R	5.68
GOLGB1	-5.98
GOLIM4	-7.5
GOLM1	3.51
GOLPH3	-5.88
GOLPH3L	5.3
GOLT1A	0.62
GOLT1B	0.16
GON4L	9.17
GOPC	2.15
GORAB	-5.25
GORASP1	2.8
GORASP2	3.69
GOSR1	4.15
GOSR2	-8.29
GOT1	5.22
GOT1L1	-1.25
GOT2	-5.73
GP1BA	-1.49
GP1BB	3.51
GP2	4.42
GP5	8.08
GP6	-0.59
GP9	1.7
GPA33	-0.93
GPAA1	4.17
GPALPP1	-6.8
GPAM	4.87
GPANK1	9.27
GPAT2	-2.77
GPATCH1	-4.29
GPATCH11	6.63
GPATCH2	-5.61
GPATCH2L	-3.31
GPATCH3	4.7
GPATCH4	3.69
GPATCH8	-4.52
GPBAR1	2.95
GPBP1	-3.19
GPBP1L1	-4.69
GPC1	5.42
GPC2	0.03
GPC3	-9.82
GPC4	-4.76
GPC5	-2.75
GPC6	2.43
GPCPD1	-6.26
GPD1	-8.61
GPD1L	-7.49
GPD2	5.13
GPER1	3.41
GPHA2	-3.62
GPHB5	-7.68
GPHN	-8.98
GPI	0.34
GPIHBP1	4.8
GPKOW	-4.7
GPLD1	0.23
GPM6A	-2.95
GPM6B	-3.25
GPN1	0.12
GPN2	-1.93
GPN3	-7.06
GPNMB	2.96
GPR1	0.68
GPR101	-8.97
GPR107	7.12
GPR108	-5.35
GPR110	9
GPR111	1.8
GPR112	5.88
GPR113	-2.63
GPR114	-5.01
GPR115	-0.78
GPR116	-0.69
GPR119	-2.98
GPR12	9.55
GPR123	0.82
GPR124	2.3
GPR125	9.98
GPR126	0.31
GPR128	4.8
GPR132	3.36
GPR133	-5.54
GPR135	-1.27
GPR137	7.94
GPR137B	-1.99
GPR137C	-5.09
GPR139	-2.78
GPR141	1.63
GPR142	0.57
GPR143	-0.19
GPR146	8.9
GPR148	9.13
GPR149	6.81
GPR15	-6.71
GPR150	-1.22
GPR151	8.29
GPR152	3.53
GPR153	-3.59
GPR155	-7.76
GPR156	-5.4
GPR157	6.52
GPR158	-5.57
GPR160	6.05
GPR161	-1.04
GPR162	8.81
GPR17	5.31
GPR171	1.56
GPR173	1.38
GPR174	-5.53
GPR176	4.15
GPR179	-4.93
GPR18	6.11
GPR180	8.7
GPR182	-0.53
GPR183	8.26
GPR19	3.34
GPR20	-2.73
GPR21	-2.88
GPR22	2.94
GPR25	-3.13
GPR26	5.11
GPR27	-5.28
GPR3	2.07
GPR31	-3.79
GPR32	5.65
GPR33	-2.75
GPR34	6.58
GPR35	-3.77
GPR37	8.46
GPR37L1	-1.79
GPR39	-2.64
GPR4	-6.46
GPR45	1.51
GPR50	6.42
GPR52	-9.75
GPR55	-1.89
GPR56	-5.89
GPR6	7.17
GPR61	-7.24
GPR62	-8.87
GPR63	-3.41
GPR64	5.71
GPR65	4.56
GPR68	4.65
GPR75	-6.84
GPR75-ASB3	3.23
GPR78	-7.76
GPR82	-0.63
GPR83	-5.62
GPR84	4.27
GPR85	-5.71
GPR87	1.85
GPR88	-0.49
GPR89A	-7.46
GPR89B	5.41
GPR89C	9.12
GPR97	9.8
GPR98	-0.13
GPRASP1	5.56
GPRASP2	-3.97
GPRC5A	6.47
GPRC5B	5.59
GPRC5C	2.38
GPRC5D	-7.45
GPRC6A	3.31
GPRIN1	-2.77
GPRIN2	-5.17
GPRIN3	5.5
GPS1	7.21
GPS2	-4.15
GPSM1	8.32
GPSM2	-6.31
GPSM3	5.98
GPT	-3.74
GPT2	6.38
GPX1	-0.26
GPX2	-2.76
GPX3	-8.61
GPX4	3.29
GPX5	2.21
GPX6	-6.4
GPX7	-6.4
GPX8	1.23
GRAMD1A	7.42
GRAMD1B	-4.91
GRAMD1C	9.98
GRAMD2	-9.17
GRAMD3	-6.73
GRAMD4	5.19
GRAP	0.39
GRAP2	-8.01
GRAPL	-2.12
GRASP	5.04
GRB10	8.3
GRB14	-5.96
GRB2	4.69
GRB7	-3.65
GREB1	1.97
GREB1L	3.42
GREM1	4.89
GREM2	-7.54
GRHL1	-7.06
GRHL2	-8.14
GRHL3	-4.38
GRHPR	-6.03
GRIA1	-9.25
GRIA2	-8.42
GRIA3	-5.65
GRIA4	7.81
GRID1	-2.45
GRID2	1.14
GRID2IP	6.16
GRIK1	7.26
GRIK2	-9.78
GRIK3	-7.65
GRIK4	-1.3
GRIK5	-3.8
GRIN1	-5.67
GRIN2A	0.35
GRIN2B	0
GRIN2C	-2.02
GRIN2D	6.25
GRIN3A	-9.2
GRIN3B	-2.67
GRINA	0.62
GRIP1	-5.78
GRIP2	3
GRIPAP1	9.63
GRK1	4.91
GRK4	-1.96
GRK5	4.23
GRK6	-3.24
GRK7	4.75
GRM1	-1.84
GRM2	-2.63
GRM3	-8.78
GRM4	6.4
GRM5	5.09
GRM6	-6.02
GRM7	9.13
GRM8	7.75
GRN	-0.33
GRP	9.22
GRPEL1	-2.85
GRPEL2	-0.3
GRPR	-7.51
GRSF1	0.29
GRTP1	-0.08
GRWD1	-7.19
GRXCR1	-0.28
GRXCR2	-8.16
GSAP	9.21
GSC	6.1
GSC2	3.1
GSDMA	-4.48
GSDMB	4.52
GSDMC	2.86
GSDMD	-2.49
GSE1	2.73
GSG1	-7.48
GSG1L	5.36
GSG2	-2.2
GSK3A	3.8
GSK3B	-3.42
GSKIP	-9.64
GSN	-3.44
GSPT1	9.11
GSPT2	4.97
GSR	-2.42
GSS	-8.48
GSTA1	5.85
GSTA2	8.12
GSTA3	1.34
GSTA4	4.67
GSTA5	-9.86
GSTCD	-4.11
GSTK1	-7.13
GSTM1	0.59
GSTM2	-6.11
GSTM3	-9.41
GSTM4	-7.5
GSTM5	8.59
GSTO1	-0.63
GSTO2	5.56
GSTP1	6.98
GSTT1	-7.65
GSTT2	4.99
GSTT2B	-3.43
GSTZ1	-8.27
GSX1	-0.89
GSX2	7.39
GTDC1	3.28
GTF2A1	9.14
GTF2A1L	-3.28
GTF2A2	-8.88
GTF2B	0.84
GTF2E1	-2.76
GTF2E2	-7.25
GTF2F1	3.86
GTF2F2	-3.93
GTF2H1	0.35
GTF2H2	-5.34
GTF2H2C	-2.83
GTF2H2D	-6.35
GTF2H3	2.28
GTF2H4	-5.41
GTF2H5	-8.02
GTF2I	-6.17
GTF2IRD1	5.14
GTF2IRD2	0.1
GTF2IRD2B	-6.69
GTF3A	7.75
GTF3C1	-3.01
GTF3C2	-5.96
GTF3C3	-8.11
GTF3C4	-0.1
GTF3C5	-4.34
GTF3C6	0.5
GTPBP1	-3.62
GTPBP10	9.01
GTPBP2	-1.73
GTPBP3	-3.95
GTPBP4	1.98
GTPBP6	9.84
GTPBP8	0.11
GTSCR1	2.17
GTSE1	0.28
GTSF1	-1.4
GTSF1L	4.32
GUCA1A	7.39
GUCA1B	-4.33
GUCA1C	-5.7
GUCA2A	-6.72
GUCA2B	4.9
GUCD1	-7.61
GUCY1A2	4.62
GUCY1A3	5.09
GUCY1B3	-2.29
GUCY2C	3.6
GUCY2D	2.79
GUCY2F	8.85
GUF1	3.97
GUK1	5.05
GULP1	-2.56
GUSB	5.94
GXYLT1	-6.41
GXYLT2	0.99
GYG1	2.03
GYG2	-7.94
GYLTL1B	7.85
GYPA	-2.25
GYPB	-1.42
GYPC	-5.78
GYPE	-5.04
GYS1	4.93
GYS2	8.25
GZF1	-8.44
GZMA	-7.22
GZMB	6.59
GZMH	-9.76
GZMK	-5.01
GZMM	3.85
H1F0	-9.58
H1FNT	6.96
H1FOO	0.24
H1FX	-1.95
H2AFB1	-9.78
H2AFB2	-4.09
H2AFB3	-1
H2AFJ	6.11
H2AFV	0.15
H2AFX	4.32
H2AFY	-6.35
H2AFY2	9.36
H2AFZ	-2.1
H2BFM	-7.24
H2BFWT	3.68
H3F3A	-9.38
H3F3B	0.93
H3F3C	2.16
H6PD	-3.13
HAAO	-1.77
HABP2	4.5
HABP4	-6.94
HACE1	7.81
HACL1	5.04
HADH	-8.57
HADHA	6.82
HADHB	0.64
HAGH	5.25
HAGHL	-9
HAL	1.9
HAMP	-8.28
HAND1	9.77
HAND2	9.92
HAO1	-8.09
HAO2	-0.39
HAP1	5.16
HAPLN1	-1.37
HAPLN2	-1.28
HAPLN3	-6.73
HAPLN4	-6.07
HARBI1	-9.53
HARS	3.94
HARS2	7.93
HAS1	-1.5
HAS2	-6.51
HAS3	1.79
HAT1	9.18
HAUS1	-7.81
HAUS2	7.14
HAUS3	8.95
HAUS4	-3.88
HAUS5	5.33
HAUS6	-9.59
HAUS7	0.73
HAUS8	5.16
HAVCR1	4.7
HAVCR2	-3.22
HAX1	2.36
HBA1	-2.75
HBA2	6.82
HBB	7.31
HBD	2.94
HBE1	-8.96
HBEGF	6.66
HBG1	5.49
HBG2	-4.51
HBM	-2.42
HBP1	-9.55
HBQ1	7.86
HBS1L	-5.56
HBZ	3.73
HCAR1	5.04
HCAR2	-7.07
HCAR3	0.53
HCCS	7.83
HCFC1	-1.73
HCFC1R1	8.07
HCFC2	7.02
HCK	-2.01
HCLS1	-4.25
HCN1	-3.62
HCN2	8.91
HCN3	7.08
HCN4	-9.17
HCRT	5.99
HCRTR1	0.54
HCRTR2	0.39
HCST	-7.12
HDAC1	-4.37
HDAC10	-4.51
HDAC11	3.61
HDAC2	-9.43
HDAC3	-7.31
HDAC4	-9.7
HDAC5	-6.12
HDAC6	-2.67
HDAC7	-7.16
HDAC8	7.57
HDAC9	-1.11
HDC	-1.89
HDDC2	-0.37
HDDC3	3.01
HDGF	0.96
HDGFL1	-1.31
HDGFRP2	0.65
HDGFRP3	-9.6
HDHD1	-8.63
HDHD2	-7.47
HDHD3	-5.71
HDLBP	-9.76
HDX	4.39
HEATR1	-0.25
HEATR2	-4.72
HEATR3	7.23
HEATR4	4.4
HEATR5A	2.8
HEATR5B	-3.08
HEATR6	-0.11
HEBP1	1.78
HEBP2	-9.25
HECA	6.96
HECTD1	9.9
HECTD2	-1.47
HECTD3	-5.63
HECTD4	4.28
HECW1	-3.74
HECW2	8.19
HEG1	-9.24
HELB	2.59
HELLS	0.07
HELQ	-3.54
HELT	0.31
HELZ	-4.82
HELZ2	-1.34
HEMGN	-8.4
HEMK1	7.49
HENMT1	1.66
HEPACAM	1.55
HEPACAM2	0.42
HEPH	-1.59
HEPHL1	-3.88
HEPN1	8.46
HERC1	4.09
HERC2	-2.35
HERC3	-6.81
HERC4	-3.17
HERC5	-5.58
HERC6	-0.78
HERPUD1	-6.09
HERPUD2	-0.39
HES1	2.57
HES2	-2.25
HES3	-5.73
HES4	9.76
HES5	3.52
HES6	5.4
HES7	-5.44
HESX1	0.81
HEXA	-8.33
HEXB	-5.14
HEXDC	-6.62
HEXIM1	6.43
HEXIM2	-7.27
HEY1	7.38
HEY2	6.88
HEYL	1.65
HFE	0.51
HFE2	-3.84
HFM1	-0.03
HGD	-9.7
HGF	-1.67
HGFAC	-9.48
HGS	-4.71
HGSNAT	-4.52
HHAT	9.16
HHATL	4.96
HHEX	1.76
HHIP	5.17
HHIPL1	-9.49
HHIPL2	-8.43
HHLA1	4.76
